"Id","X","Y"
657,-75.899702194,39.731609599
658,-75.8999365468,39.7496277857
659,-75.9001711103,39.7676459151
660,-75.9004058849,39.7856639873
661,-75.9006408707,39.8036820023
662,-75.9008760679,39.8216999599
663,-75.9011114768,39.8397178603
664,-75.9013470976,39.8577357033
665,-75.9015829304,39.8757534891
666,-75.9018189756,39.8937712176
667,-75.9020552332,39.9117888887
668,-75.9022917035,39.9298065025
669,-75.9025283868,39.947824059
670,-75.9027652832,39.9658415582
671,-75.903002393,39.983859
672,-75.9032397164,40.0018763845
673,-75.9034772535,40.0198937116
674,-75.9037150047,40.0379109813
675,-75.90395297,40.0559281937
676,-75.9041911498,40.0739453487
677,-75.9044295443,40.0919624463
678,-75.9046681536,40.1099794865
679,-75.876365831,39.7317881192
680,-75.876594107,39.7498064194
681,-75.8768225884,39.7678246624
682,-75.8770512754,39.7858428482
683,-75.8772801681,39.8038609768
684,-75.8775092667,39.8218790482
685,-75.8777385716,39.8398970623
686,-75.8779680828,39.8579150193
687,-75.8781978005,39.8759329189
688,-75.8784277251,39.8939507614
689,-75.8786578567,39.9119685465
690,-75.8788881954,39.9299862744
691,-75.8791187416,39.9480039451
692,-75.8793494954,39.9660215584
693,-75.879580457,39.9840391145
694,-75.8798116267,40.0020566133
695,-75.8800430046,40.0200740548
696,-75.880274591,40.038091439
697,-75.880506386,40.0561087658
698,-75.8807383899,40.0741260354
699,-75.8809706029,40.0921432476
700,-75.8812030252,40.1101604024
701,-75.881435657,40.1281775
702,-75.8530292628,39.7319619491
703,-75.853251462,39.7499803598
704,-75.853473861,39.7679987134
705,-75.8536964601,39.7860170098
706,-75.8539192595,39.8040352491
707,-75.8541422594,39.8220534312
708,-75.8543654599,39.8400715562
709,-75.8545888614,39.858089624
710,-75.8548124639,39.8761076346
711,-75.8550362677,39.894125588
712,-75.855260273,39.9121434842
713,-75.8554844799,39.9301613232
714,-75.8557088888,39.9481791049
715,-75.8559334998,39.9661968295
716,-75.856158313,39.9842144968
717,-75.8563833288,40.0022321069
718,-75.8566085472,40.0202496598
719,-75.8568339686,40.0382671554
720,-75.8570595931,40.0562845937
721,-75.8572854209,40.0743019748
722,-75.8575114522,40.0923192986
723,-75.8577376872,40.1103365652
724,-75.8579641262,40.1283537744
725,-75.8581907693,40.1463709264
726,-75.8296924949,39.7321310886
727,-75.829908617,39.7501496069
728,-75.8301249335,39.768168068
729,-75.8303414446,39.7861864721
730,-75.8305581504,39.8042048191
731,-75.8307750513,39.822223109
732,-75.8309921474,39.8402413417
733,-75.8312094389,39.8582595174
734,-75.8314269259,39.8762776359
735,-75.8316446088,39.8942956973
736,-75.8318624876,39.9123137015
737,-75.8320805625,39.9303316486
738,-75.8322988339,39.9483495385
739,-75.8325173018,39.9663673713
740,-75.8327359665,39.9843851468
741,-75.8329548281,40.0024028653
742,-75.833173887,40.0204205265
743,-75.8333931431,40.0384381305
744,-75.8336125968,40.0564556773
745,-75.8338322483,40.074473167
746,-75.8340520978,40.0924905994
747,-75.8342721454,40.1105079746
748,-75.8344923913,40.1285252925
749,-75.8347128358,40.1465425533
750,-75.8063555329,39.7322955376
751,-75.8065655776,39.7503141604
752,-75.8067758113,39.7683327262
753,-75.8069862342,39.7863512349
754,-75.8071968464,39.8043696866
755,-75.8074076481,39.8223880812
756,-75.8076186395,39.8404064188
757,-75.8078298208,39.8584246993
758,-75.8080411922,39.8764429228
759,-75.8082527539,39.8944610891
760,-75.808464506,39.9124791984
761,-75.8086764488,39.9304972506
762,-75.8088885824,39.9485152456
763,-75.8091009071,39.9665331836
764,-75.809313423,39.9845510644
765,-75.8095261304,40.0025688882
766,-75.8097390293,40.0205866548
767,-75.8099521201,40.0386043642
768,-75.8101654029,40.0566220165
769,-75.8103788778,40.0746396117
770,-75.8105925452,40.0926571497
771,-75.8108064051,40.1106746305
772,-75.8110204579,40.1286920541
773,-75.8112347036,40.1467094206
774,-75.8114491424,40.1647267299
775,-75.7811909029,39.5702842137
776,-75.7813932271,39.5883034506
777,-75.7815957331,39.6063226305
778,-75.7817984211,39.6243417535
779,-75.7820012914,39.6423608196
780,-75.782204344,39.6603798288
781,-75.7824075792,39.678398781
782,-75.7826109971,39.6964176762
783,-75.782814598,39.7144365145
784,-75.783018382,39.7324552959
785,-75.7832223493,39.7504740203
786,-75.7834265001,39.7684926877
787,-75.7836308345,39.7865112981
788,-75.7838353528,39.8045298515
789,-75.7840400552,39.8225483479
790,-75.7842449417,39.8405667873
791,-75.7844500126,39.8585851697
792,-75.7846552682,39.8766034951
793,-75.7848607085,39.8946217634
794,-75.7850663338,39.9126399748
795,-75.7852721442,39.930658129
796,-75.7854781399,39.9486762262
797,-75.7856843211,39.9666942664
798,-75.7858906881,39.9847122495
799,-75.7860972409,40.0027301755
800,-75.7863039799,40.0207480445
801,-75.786510905,40.0387658563
802,-75.7867180167,40.0567836111
803,-75.7869253149,40.0748013088
804,-75.7871328,40.0928189493
805,-75.7873404721,40.1108365328
806,-75.7875483314,40.1288540591
807,-75.7877563781,40.1468715283
808,-75.7879646124,40.1648889404
809,-75.7881730345,40.1829062953
810,-75.7549846435,39.3001415534
811,-75.7551783134,39.3181617404
812,-75.7553721572,39.3361818706
813,-75.7555661749,39.3542019441
814,-75.7557603669,39.3722219608
815,-75.7559547332,39.3902419208
816,-75.7561492739,39.408261824
817,-75.7563439894,39.4262816703
818,-75.7565388797,39.4443014599
819,-75.7567339451,39.4623211927
820,-75.7569291857,39.4803408687
821,-75.7571246016,39.4983604879
822,-75.7573201931,39.5163800502
823,-75.7575159603,39.5343995558
824,-75.7577119035,39.5524190044
825,-75.7579080227,39.5704383963
826,-75.7581043181,39.5884577312
827,-75.75830079,39.6064770094
828,-75.7584974385,39.6244962306
829,-75.7586942637,39.642515395
830,-75.7592858019,39.6965725468
831,-75.7594833361,39.7145914836
832,-75.7596810479,39.7326103634
