71,436185277,29318310.000000,0.000748,-75.980507,41.185579,-75.979764,41.185671
72,535866103,29585644.000000,0.000044,-75.448289,40.612659,-75.448248,40.612643
73,538262338,29593999.000000,0.000759,-75.382138,40.619097,-75.382852,40.618846
74,508452342,30174283.000000,0.001126,-82.435574,34.845485,-82.435046,34.844490
75,344414381,30573581.000000,0.000593,-80.305824,33.722377,-80.305640,33.722941
76,532088471,30652912.000000,0.000757,-79.042764,33.613052,-79.042457,33.613745
77,474296193,31052859.000000,0.001257,-89.883150,35.449476,-89.884346,35.449860
78,477223621,31160577.000000,0.000949,-89.664828,35.054881,-89.665776,35.054915
79,515434554,31626997.000000,0.001107,-86.881565,36.225096,-86.882564,36.225484
80,539187997,31663325.000000,0.000525,-86.817618,36.495331,-86.817103,36.495228
81,489720883,31954738.000000,0.002235,-85.959185,35.865329,-85.961286,35.865544
82,496635423,32403872.000000,0.000417,-84.702401,35.182076,-84.702819,35.182057
83,476354370,32486349.000000,0.000438,-84.535911,36.054748,-84.536343,36.054675
84,529196607,32631495.000000,0.002987,-84.187521,35.501054,-84.189464,35.503288
85,489901363,33692919.000000,0.014032,-100.381070,35.129767,-100.394877,35.131581
86,490310539,33807734.000000,0.001237,-99.736369,32.453829,-99.737603,32.453911
87,469500022,34218092.000000,0.000758,-97.239814,32.888497,-97.239820,32.887739
88,516051990,34627063.000000,0.002850,-96.523772,33.021797,-96.521080,33.022697
89,379366814,35034095.000000,0.003296,-98.177213,28.250313,-98.174768,28.248102
90,383859800,35097407.000000,0.000623,-97.259139,28.935662,-97.259762,28.935697
91,379299093,35113991.000000,0.013065,-97.152640,28.353843,-97.140710,28.359160
92,472348952,35132142.000000,0.001032,-97.407134,27.781173,-97.408165,27.781112
93,534711210,36371646.000000,0.000561,-95.717548,29.695266,-95.717536,29.694704
94,504764464,36899642.000000,0.002629,-93.896895,31.446165,-93.894374,31.445952
95,534752594,38409904.000000,0.000470,-76.433749,37.021332,-76.433976,37.021742
96,508277119,38898463.000000,0.000931,-121.681641,47.848250,-121.680758,47.847988
97,498135512,40362249.000000,0.001270,-87.679070,44.092398,-87.679087,44.091128
98,535621694,40443708.000000,0.000141,-88.054674,43.150801,-88.054565,43.150711
99,20877071,40755889.000000,0.010050,-107.342121,41.818302,-107.339769,41.824889
100,20949457,40848089.000000,0.007580,-105.594426,43.059482,-105.586845,43.059554
