User,Segment ID,description,start_lat,start_lng,end_lat,end_lng,Meta.1,Meta.1_impediment,Meta.2,Meta.2_impediment,Meta.6,Meta.6_impediment,Meta.7,Meta.7_impediment,PEDS.3,PEDS.3_impediment,Minn-Irvine.9,Minn-Irvine.9_impediment,PEDS.23.2,PEDS.23.2_impediment,Minn-Irvine.2,Minn-Irvine.2_impediment,Minn-Irvine.4,Minn-Irvine.4_impediment,PEDS.23.4,PEDS.23.4_impediment,PEDS.23.3,PEDS.23.3_impediment,Minn-Irvine.8,Minn-Irvine.8_impediment,Minn-Irvine.21,Minn-Irvine.21_impediment,PEDS.14,PEDS.14_impediment,Minn-Irvine.151,Minn-Irvine.151_impediment,PEDS.19,PEDS.19_impediment,Minn-Irvine.108,Minn-Irvine.108_impediment,Minn-Irvine.123,Minn-Irvine.123_impediment,PEDS.24.1,PEDS.24.1_impediment,PEDS.4.1,PEDS.4.1_impediment,PEDS.12,PEDS.12_impediment,PEDS.6,PEDS.6_impediment,PEDS.9,PEDS.9_impediment,PEDS.8.2,PEDS.8.2_impediment,PEDS.35,PEDS.35_impediment,Minn-Irvine.159,Minn-Irvine.159_impediment,Minn-Irvine.178,Minn-Irvine.178_impediment,CCAHS.2,CCAHS.2_impediment,CCAHS.4,CCAHS.4_impediment,CCAHS.5,CCAHS.5_impediment,CCAHS.8,CCAHS.8_impediment,CCAHS.9,CCAHS.9_impediment,PEDS.1.4,PEDS.1.4_impediment,PEDS.1.5,PEDS.1.5_impediment,PEDS.1.6,PEDS.1.6_impediment,PEDS.1.7,PEDS.1.7_impediment,PEDS.1.8,PEDS.1.8_impediment,Minn-Irvine.33,Minn-Irvine.33_impediment,Minn-Irvine.34,Minn-Irvine.34_impediment,Minn-Irvine.127,Minn-Irvine.127_impediment,Minn-Irvine.132,Minn-Irvine.132_impediment,MIUDQ.10,MIUDQ.10_impediment,PEDS.33,PEDS.33_impediment,Minn-Irvine.130,Minn-Irvine.130_impediment,Minn-Irvine.22,Minn-Irvine.22_impediment,Minn-Irvine.17,Minn-Irvine.17_impediment,Minn-Irvine.119,Minn-Irvine.119_impediment,Minn-Irvine.120,Minn-Irvine.120_impediment,MIUDQ.18,MIUDQ.18_impediment,PEDS.26.1,PEDS.26.1_impediment,PEDS.2,PEDS.2_impediment,PEDS.28,PEDS.28_impediment,PHDCN.1,PHDCN.1_impediment,PHDCN.2,PHDCN.2_impediment,PHDCN.3,PHDCN.3_impediment,PHDCN.4,PHDCN.4_impediment,PHDCN.5,PHDCN.5_impediment,PHDCN.6,PHDCN.6_impediment,PHDCN.7,PHDCN.7_impediment
21,419,"    941 South Saint Bernard Street, Philadelphia, Pennsylvania",39.944696,-75.218441,39.945898,-75.219793,16,,10,,0,,0,,1,,4,,1,,1,,0,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,10,,1,,0,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,1,,2,,1,,1,
22,419,"    941 South Saint Bernard Street, Philadelphia, Pennsylvania",39.944696,-75.218441,39.945898,-75.219793,16,,7,,1,,0,,1,,4,,1,,1,,0,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,1,,0,,3,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,2,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,1,,0,,1,,2,,1,,1,
23,419,"    941 South Saint Bernard Street, Philadelphia, Pennsylvania",39.944696,-75.218441,39.945898,-75.219793,16,,5,,1,,0,,1,,4,,1,,1,,0,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,1,,0,,3,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,10,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,
23,420,"   1107 South 31st Street, Philadelphia, Pennsylvania",39.93989,-75.194916,39.939075,-75.194897,7,,0,,1,,0,,6,,4,,1,,2,,-2,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,1,,3,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,2,,0,,60,,0,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,0,,1,,2,,1,,0,
22,421,"   2693 Alter Street, Philadelphia, Pennsylvania",39.939776,-75.188255,39.93959,-75.186689,15,,0,,1,,0,,0,,4,,1,,1,,0,,1,,1,,0,,0,,0,,2,,2,,0,,1,,1,,1,,1,,2,,0,,1,,3,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,0,,0,,3,,2,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,3,,1,,1,
19,422,"   2307 Ellsworth Street, Philadelphia, Pennsylvania",39.938701,-75.181699,39.938895,-75.183349,14,,1,,1,,0,,1,,1,,1,,0,,0,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,1,,2,,0,,1,,3,,1,,0,,1,,1,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,90,,0,,0,,0,,1,,1,,1,,0,,1,,0,,0,,0,,1,,0,,1,,3,,1,,0,
19,423,"   1936 Annin Street, Philadelphia, Pennsylvania",39.93747,-75.175043,39.93767,-75.176621,14,,0,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,0,,90,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,0,
20,423,"   1936 Annin Street, Philadelphia, Pennsylvania",39.93747,-75.175043,39.93767,-75.176621,15,,0,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,0,,1,,1,,0,,1,,0,,1,,0,,1,,1,,1,,2,,1,,100,,0,,0,,0,,1,,1,,1,,0,,1,,0,,0,,0,,1,,0,,1,,3,,1,,0,
21,423,"   1936 Annin Street, Philadelphia, Pennsylvania",39.93747,-75.175043,39.93767,-75.176621,15,,1,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,1,,1,,0,,1,,0,,1,,1,,0,,1,,1,,1,,3,,0,,95,,3,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
22,423,"   1936 Annin Street, Philadelphia, Pennsylvania",39.93747,-75.175043,39.93767,-75.176621,16,,0,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,0,,100,,1,,0,,0,,1,,1,,0,,0,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
23,423,"   1936 Annin Street, Philadelphia, Pennsylvania",39.93747,-75.175043,39.93767,-75.176621,15,,0,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,1,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,0,,80,,0,,0,,1,,1,,1,,0,,0,,1,,0,,0,,0,,1,,0,,1,,2,,1,,0,
20,424,"   1153 South Mole Street, Philadelphia, Pennsylvania",39.93723,-75.169918,39.936191,-75.170176,9,,4,,1,,0,,0,,4,,1,,1,,0,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,0,,0,,0,,3,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,75,,1,,0,,0,,1,,1,,1,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,
22,425,"   1208 Annin Street, Philadelphia, Pennsylvania",39.935792,-75.164489,39.935606,-75.163401,9,,1,,1,,0,,6,,4,,1,,3,,6,,1,,1,,1,,0,,0,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,0,,100,,1,,0,,1,,1,,1,,1,,0,,1,,0,,0,,0,,1,,0,,1,,2,,1,,0,
19,426,"   1155 East Passyunk Avenue, Philadelphia, Pennsylvania",39.934922,-75.157324,39.934181,-75.158243,12,,5,,1,,0,,0,,4,,1,,2,,-2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,0,,3,,1,,0,,1,,1,,0,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,0,,90,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
23,427,"    455 Federal Street, Philadelphia, Pennsylvania",39.933227,-75.151041,39.933438,-75.152622,13,,0,,1,,0,,1,,4,,1,,0,,2,,1,,1,,0,,0,,2,,0,,1,,0,,1,,1,,1,,0,,2,,0,,0,,3,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,3,,1,,0,,3,,2,,0,,1,,1,,1,,0,,1,,0,,0,,0,,1,,0,,1,,-1,1,1,,1,
21,428,"    522 South Redfield Street, Philadelphia, Pennsylvania",39.953827,-75.241145,39.952277,-75.241473,20,,0,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,1,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,0,,100,,0,,0,,1,,1,,1,,1,,0,,1,,0,,0,,0,,1,,1,,1,,2,,1,,1,
22,429,"   5616 Rodman Street, Philadelphia, Pennsylvania",39.952275,-75.236738,39.95202,-75.234729,19,,7,,1,,0,,1,,4,,1,,2,,-2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,0,,40,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
21,430,"    771 South Martin Street, Philadelphia, Pennsylvania",39.942904,-75.174663,39.941891,-75.174878,12,,3,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,0,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,100,,0,,0,,1,,0,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,
22,431,"   1517 Catharine Street, Philadelphia, Pennsylvania",39.941089,-75.168412,39.941144,-75.168847,3,,0,,1,,0,,0,,4,,1,,1,,2,,1,,1,,0,,0,,2,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,0,,1,,0,,1,,1,,1,,1,,0,,0,,0,,0,,1,,1,,0,,1,,2,,1,,0,
21,432,"    808 South 12th Street, Philadelphia, Pennsylvania",39.939955,-75.162513,39.940338,-75.162374,4,,1,,1,,0,,1,,4,,1,,2,,-2,,1,,1,,0,,0,,1,,0,,2,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,3,,0,,100,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,
22,433,"    819 South Mildred Street, Philadelphia, Pennsylvania",39.939622,-75.156599,39.938679,-75.156758,10,,0,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,2,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,100,,1,,0,,1,,1,,0,,0,,0,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,
22,434,"    842 South Leithgow Street, Philadelphia, Pennsylvania",39.938308,-75.15035,39.937629,-75.150508,8,,0,,1,,0,,0,,1,,1,,1,,2,,1,,1,,0,,0,,1,,2,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,3,,1,,0,,3,,2,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,
19,435,"Interstate 95, Philadelphia, Pennsylvania",39.9325812744,-75.1455613265,39.940263,-75.143624,61,,0,,1,,0,,4,,4,,1,,3,,6,,1,,1,,3,,5,,2,,2,,2,,0,,1,,1,,3,,2,,4,,2,,2,,3,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,3,,1,,0,,3,,2,,0,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,0,,1,,1,
19,436,"   6208 Locust Street, Philadelphia, Pennsylvania",39.958378,-75.246336,39.958301,-75.245583,6,,0,,1,,0,,0,,4,,1,,1,,0,,1,,1,,1,,1,,2,,0,,1,,0,,1,,1,,1,,0,,2,,0,,1,,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,1,,2,,0,,100,,0,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,1,,3,,0,,0,
19,437,"   5907 Locust Street, Philadelphia, Pennsylvania",39.957536,-75.239677,39.957797,-75.241667,20,,0,,1,,0,,0,,1,,1,,0,,2,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,1,,1,,0,,1,,1,,0,,0,,0,,1,,1,,1,,2,,0,,90,,0,,0,,1,,1,,1,,1,,0,,1,,0,,1,,0,,1,,0,,0,,3,,1,,0,
23,438,"    252 South 56th Street, Philadelphia, Pennsylvania",39.95682,-75.233732,39.956208,-75.233843,7,,2,,0,,0,,1,,1,,1,,0,,2,,1,,1,,0,,1,,2,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,0,,1,,1,,1,,1,,1,,1,,0,,1,,0,,0,,0,,1,,1,,1,,2,,1,,1,
19,439,"    244 South 53rd Street, Philadelphia, Pennsylvania",39.95546,-75.22785,39.956071,-75.227739,6,,0,,1,,0,,1,,4,,1,,1,,2,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,1,,1,,1,,1,,2,,1,,100,,0,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
19,440,"    275 South 47th Street, Philadelphia, Pennsylvania",39.953366,-75.216132,39.95458,-75.215849,13,,0,,1,,0,,1,,0,,1,,0,,2,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,0,,0,,0,,3,,1,,0,,1,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,100,,0,,0,,1,,1,,1,,0,,1,,1,,0,,1,,1,,1,,0,,1,,2,,1,,0,
23,441,"   4305 Spruce Street, Philadelphia, Pennsylvania",39.952522,-75.209264,39.95268,-75.210538,11,,6,,1,,0,,1,,0,,1,,0,,2,,1,,1,,0,,1,,1,,0,,1,,1,,0,,0,,1,,0,,0,,0,,0,,2,,1,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,80,,1,,0,,1,,1,,1,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,1,
20,442,"    507 South 4th Street, Philadelphia, Pennsylvania",39.942639,-75.148941,39.942146,-75.149057,6,,1,,1,,0,,1,,0,,1,,0,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,2,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,100,,0,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,1,,1,
23,443,"     24 North 62nd Street, Philadelphia, Pennsylvania",39.964042,-75.244385,39.962503,-75.244704,16,,3,,1,,0,,1,,1,,1,,0,,0,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,0,,3,,0,,0,,1,,0,,1,,0,,0,,1,,0,,1,,1,,1,,1,,1,,2,,0,,15,,1,,1,,1,,1,,1,,1,,0,,1,,0,,0,,0,,1,,0,,1,,1,,1,,0,
19,444,"     14 North 59th Street, Philadelphia, Pennsylvania",39.961775,-75.238768,39.962545,-75.238621,9,,0,,1,,0,,1,,0,,0,,0,,2,,1,,0,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,1,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,0,,0,,1,,1,,1,,2,,1,,80,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,1,,2,,1,,1,
23,445,"   5535 Market Street, Philadelphia, Pennsylvania",39.961042,-75.23285,39.960766,-75.230793,19,,1,,1,,0,,1,,0,,1,,0,,2,,1,,0,,0,,1,,0,,0,,1,,0,,0,,1,,1,,0,,1,,0,,0,,3,,1,,1,,1,,0,,1,,0,,0,,1,,0,,1,,1,,1,,1,,1,,2,,0,,0,,0,,0,,1,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,1,,2,,1,,0,
20,446,"   5248 Market Street, Philadelphia, Pennsylvania",39.960189,-75.22686,39.960117,-75.226215,4,,1,,1,,0,,1,,0,,1,,0,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,100,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,1,,0,,1,,3,,0,,0,
22,447,"Market Street, Philadelphia, Pennsylvania",39.959248,-75.219157,39.959465,-75.220926,17,,5,,1,,0,,0,,0,,1,,1,,1,,1,,0,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,0,,0,,1,,3,,0,,1,,1,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,1,,0,,0,,2,,1,,0,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
21,448,"     25 South Farragut Street, Philadelphia, Pennsylvania",39.957875,-75.214169,39.958599,-75.214041,8,,2,,1,,0,,1,,4,,1,,1,,2,,1,,1,,0,,1,,1,,0,,1,,0,,0,,1,,1,,0,,2,,0,,1,,2,,1,,0,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,2,,1,,100,,1,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,0,
22,449,"     43 South 43rd Street, Philadelphia, Pennsylvania",39.956396,-75.208443,39.957145,-75.208282,8,,3,,1,,0,,1,,0,,1,,0,,5,,1,,1,,0,,1,,2,,0,,1,,1,,1,,0,,1,,0,,1,,0,,1,,3,,1,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,0,,2,,1,,0,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
20,450,"   1376 Farrington Road, Philadelphia, Pennsylvania",39.972172,-75.266999,39.970731,-75.265034,26,,8,,1,,0,,0,,4,,1,,3,,6,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,1,,1,,3,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,0,,2,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,1,,1,
20,451,"    326 North 65th Street, Philadelphia, Pennsylvania",39.967843,-75.2498,39.969347,-75.249501,18,,2,,1,,0,,1,,1,,1,,0,,2,,1,,1,,0,,1,,2,,0,,1,,0,,1,,1,,1,,0,,1,,1,,0,,3,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,25,,1,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,1,
23,452,"    315 North Horton Street, Philadelphia, Pennsylvania",39.96851,-75.242754,39.966984,-75.243076,17,,2,,1,,0,,1,,4,,1,,2,,-2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,3,,0,,75,,0,,1,,1,,1,,1,,1,,0,,1,,0,,0,,0,,0,,0,,1,,2,,1,,0,
20,453,"North Hobart Street / Vine Street, Philadelphia, Pennsylvania",39.966252,-75.237165,39.966174,-75.23651,6,,2,,1,,0,,0,,4,,1,,1,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,1,,3,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,1,,100,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
21,454,"   5535 Vine Street, Philadelphia, Pennsylvania",39.965348,-75.22992,39.965558,-75.231624,13,,5,,1,,0,,1,,1,,1,,0,,0,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,0,,3,,1,,1,,1,,1,,0,,0,,1,,0,,1,,1,,1,,1,,1,,1,,2,,1,,100,,1,,1,,1,,0,,1,,1,,0,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
19,455,"    248 North Wilton Street, Philadelphia, Pennsylvania",39.96494,-75.225348,39.963194,-75.225023,19,,0,,1,,0,,4,,4,,1,,2,,-2,,0,,0,,1,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,0,,90,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,3,,0,,1,
20,455,"    248 North Wilton Street, Philadelphia, Pennsylvania",39.96494,-75.225348,39.963194,-75.225023,19,,9,,1,,0,,4,,4,,1,,2,,-2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,0,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,60,,1,,1,,1,,1,,1,,1,,0,,1,,0,,0,,0,,1,,1,,1,,2,,1,,0,
21,455,"    248 North Wilton Street, Philadelphia, Pennsylvania",39.96494,-75.225348,39.963194,-75.225023,19,,10,,1,,0,,4,,4,,1,,3,,6,,1,,1,,1,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,90,,1,,0,,1,,1,,1,,0,,0,,1,,0,,0,,0,,1,,0,,1,,2,,1,,1,
22,455,"    248 North Wilton Street, Philadelphia, Pennsylvania",39.96494,-75.225348,39.963194,-75.225023,17,,8,,1,,0,,4,,4,,1,,2,,-2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,3,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,5,,1,,0,,1,,1,,1,,1,,0,,1,,0,,0,,0,,1,,1,,1,,2,,1,,0,
23,455,"    248 North Wilton Street, Philadelphia, Pennsylvania",39.96494,-75.225348,39.963194,-75.225023,19,,3,,1,,0,,4,,4,,1,,2,,-2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,0,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,70,,1,,1,,1,,1,,1,,1,,0,,1,,0,,0,,0,,1,,1,,1,,2,,1,,0,
20,456,"   4913 Haverford Avenue, Philadelphia, Pennsylvania",39.963196,-75.218149,39.96373,-75.219743,14,,1,,1,,0,,0,,4,,1,,1,,0,,1,,1,,0,,1,,2,,0,,1,,1,,1,,0,,1,,0,,2,,0,,1,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,1,,80,,0,,1,,0,,1,,1,,1,,0,,1,,0,,0,,0,,1,,0,,1,,2,,1,,0,
23,457,"    579 North 46th Street, Philadelphia, Pennsylvania",39.96255,-75.213025,39.961159,-75.213405,13,,0,,1,,0,,1,,0,,1,,0,,2,,1,,1,,0,,1,,1,,0,,0,,0,,1,,1,,1,,0,,0,,0,,1,,2,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,0,,2,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,0,,1,,1,
23,458,"    466 North 42nd Street, Philadelphia, Pennsylvania",39.961895,-75.206798,39.961231,-75.20668,7,,0,,1,,0,,0,,4,,1,,2,,-2,,1,,1,,0,,1,,1,,0,,2,,0,,1,,1,,1,,0,,0,,1,,1,,3,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,3,,1,,70,,3,,2,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,-1,1,1,,1,
20,459,"    351 North State Street, Philadelphia, Pennsylvania",39.959298,-75.20048,39.960514,-75.200634,14,,7,,1,,0,,1,,4,,1,,1,,2,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,2,,0,,0,,3,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,,1,,80,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,2,,1,,1,
23,460,"   7682 Overbrook Avenue, Philadelphia, Pennsylvania",39.977121,-75.272117,39.976936,-75.272485,3,,0,,1,,0,,4,,4,,1,,2,,-2,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,0,,1,,0,,1,,3,,1,,0,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,2,,1,,0,,2,,1,,1,,1,,1,,0,,0,,1,,0,,0,,0,,1,,1,,1,,1,,1,,1,
19,461,"   1649 North 75th Street, Philadelphia, Pennsylvania",39.976178,-75.266012,39.975918,-75.265808,3,,0,,1,,0,,0,,4,,1,,2,,-2,,1,,1,,1,,1,,2,,0,,1,,0,,1,,1,,1,,0,,0,,0,,0,,3,,1,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,2,,1,,0,,2,,1,,1,,1,,1,,0,,1,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,
19,462,"Brockton Road / Haverford Avenue, Philadelphia, Pennsylvania",39.974547,-75.260198,39.973926,-75.258576,12,,0,,1,,0,,0,,4,,1,,2,,-2,,1,,1,,0,,2,,2,,0,,1,,2,,1,,0,,1,,0,,0,,1,,1,,2,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,0,,0,,1,,2,,1,,0,,2,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,
20,462,"Brockton Road / Haverford Avenue, Philadelphia, Pennsylvania",39.974547,-75.260198,39.973926,-75.258576,12,,0,,1,,0,,0,,4,,1,,2,,-2,,1,,1,,0,,1,,2,,0,,1,,1,,1,,0,,1,,0,,1,,1,,1,,2,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,0,,1,,1,,1,,2,,1,,5,,2,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,1,
